Sitename: Kendall Grassland Arizona USA
Location: Latitude: 31.7365  Longitude: -109.9419  Elevation (masl): 1531
Principal investigator: Russell Scott
Ecosystem type: GRA Grasslands
File creation date: 05APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2004,0,190.06250,190,130,0.22,22.89,222.061,4.318,-9999,0.141,-9999,-16.493,-6999,9.211,-6999,-36.434,26.139,5,32.184,15,0,40.092,85.058,357.77,1.672,0,6,-93.862,-0.88,-2.847,-6999,0.845,2.619,335.869,424.265,12.707,-6999,-6999,357.77,3.2,-6999,-6999,-6999,-6999
2004,0,190.08333,190,200,0.3,22.234,213.148,7.267,-9999,0.428,-9999,-13.422,-6999,-8.37,-6999,-30.171,25.889,5,31.8,15,0,43.121,85.026,356.337,1.525,0,5.5,-93.961,-0.87,-2.787,-6999,0.85,1.629,333.609,423.155,12.992,-6999,-6999,356.337,3.2,-6999,-6999,-6999,-6999
2004,0,190.10417,190,230,0.238,21.759,216.284,5.179,-9999,0.46,-9999,-18.308,-6999,-4.018,-6999,-35.367,25.635,5,31.455,15,0,44.846,85.034,356.297,1.437,0,5.5,-89.526,-0.87,-2.865,-6999,0.855,1.912,335.598,420.348,13.078,-6999,-6999,356.297,3.2,-6999,-6999,-6999,-6999
2004,0,190.12500,190,300,0.2,21.762,221.657,3.641,-9999,0.187,-9999,-29.157,-6999,-26.602,-6999,-34.261,25.357,5,31.135,15,0,46.453,85.051,356.228,1.395,0,5.67,-87.215,-0.87,-2.731,-6999,0.86,2.502,336.806,418.788,13.555,-6999,-6999,356.228,3.2,-6999,-6999,-6999,-6999
2004,0,190.14583,190,330,0.256,21.782,216.539,4.844,-9999,0.585,-9999,-23.906,-6999,-3.991,-6999,-33.28,25.019,5,30.812,15,0,49.107,85.045,356.162,1.328,0,5.67,-88.874,-0.87,-2.486,-6999,0.85,2.391,334.61,418.608,14.373,-6999,-6999,356.162,3.2,-6999,-6999,-6999,-6999
2004,0,190.16667,190,400,0.111,21.367,231.71,3.076,-9999,0.146,-9999,-6.194,-6999,-4.739,-6999,-32.456,24.747,5,30.512,15,0,51.802,85.043,356.335,1.226,0,5.5,-87.685,-0.87,-3.267,-6999,0.86,2.259,333.26,415.419,14.763,-6999,-6999,356.335,3.2,-6999,-6999,-6999,-6999
2004,0,190.18750,190,430,0.132,21.109,224.453,1.545,-9999,0.098,-9999,-10.858,-6999,-4.75,-6999,-35.45,24.392,5,30.222,15,0,53.037,85.048,356.414,1.176,0,5.33,-84.874,-0.87,-2.893,-6999,0.815,3.029,333.826,412.779,14.865,-6999,-6999,356.414,3.2,-6999,-6999,-6999,-6999
2004,0,190.20833,190,500,0.117,20.834,287.174,1.766,-9999,0.144,-9999,-12.847,-6999,-4.118,-6999,-35.627,23.982,5,29.934,15,0,53.921,85.051,356.434,1.134,0,5.5,-84.187,-0.87,-2.719,-6999,0.83,3.039,332.166,410.595,14.838,-6999,-6999,356.434,3.2,-6999,-6999,-6999,-6999
2004,0,190.22917,190,530,0.152,19.869,3.641,3.252,-9999,-0.084,-9999,-5.537,-6999,-3.576,-6999,-36.496,23.572,5,29.657,15,0,56.206,85.054,357.201,1.016,0,5.33,-79.565,10.305,0.012,-6999,1.94,2.55,330.59,407.617,14.522,-6999,-6999,357.201,3.2,-6999,-6999,-6999,-6999
2004,0,190.25000,190,600,0.13,20.076,3.367,3.568,-9999,0.082,-9999,-7.596,-6999,-2.847,-6999,-31.412,23.244,5,29.387,15,0,54.768,85.061,356.967,1.063,0,5.5,-53.072,100.4,36.482,-6999,13.71,13.206,334.253,410.601,14.304,-6999,-6999,356.967,3.2,-6999,-6999,-6999,-6999
2004,0,190.27083,190,630,0.215,22.215,336.141,4.443,-9999,0.032,-9999,-4.448,-6999,0.609,-6999,-5.214,23.16,5,29.104,15,0,45.708,85.077,356.668,1.454,0,5,-2.44,245.8,113.488,-6999,32.366,31.252,337.794,422.471,13.689,-6999,-6999,356.668,3.2,-6999,-6999,-6999,-6999
2004,0,190.29167,190,700,0.263,23.115,348.411,4.439,-9999,0.025,-9999,20.033,-6999,9.541,-6999,22.115,23.334,5,28.85,15,0,41.281,85.096,356.573,1.661,0,5.17,76.175,480.5,214.341,-6999,62.95,45.489,341.24,433.917,13.137,-6999,-6999,356.573,3.2,-6999,-6999,-6999,-6999
2004,0,190.31250,190,730,0.279,24.523,309.791,4.261,-9999,0.091,-9999,69.804,-6999,11.012,-6999,70.866,23.835,5,28.585,15,0,37.483,85.127,356.903,1.925,0,5.17,202.76,762,373.079,-6999,96.9,69.762,354.136,454.694,13.121,-6999,-6999,356.903,3.2,-6999,-6999,-6999,-6999
2004,0,190.33333,190,800,0.224,25.008,278.752,3.116,-9999,0.075,-9999,94.179,-6999,14.849,-6999,100.04,24.767,5,28.36,15,0,38.136,85.168,356.538,1.961,0,5.17,251.249,983,444.325,-6999,122.5,81.231,361.285,473.13,13.751,-6999,-6999,356.538,3.2,-6999,-6999,-6999,-6999
2004,0,190.35417,190,830,0.213,25.19,285.536,3.086,-9999,-0.136,-9999,119.032,-6999,8.891,-6999,85.463,25.862,5,28.2,15,0,37.903,85.187,356.468,1.989,0,5,185.325,777.5,354.955,-6999,95.25,64.1,373.391,478.922,13.855,-6999,-6999,356.468,3.2,-6999,-6999,-6999,-6999
2004,0,190.37500,190,900,0.328,25.612,289.095,3.075,-9999,-0.197,-9999,170.385,-6999,14.666,-6999,79.042,26.9,5,28.15,15,0,36.142,85.18,356.03,2.098,0,5.5,361.227,1372,591.912,-6999,167.4,106.361,371.841,496.164,13.64,-6999,-6999,356.03,3.2,-6999,-6999,-6999,-6999
2004,0,190.39583,190,930,0.319,25.885,305.024,3.392,-9999,0.112,-9999,133.104,-6999,-2.796,-6999,124.192,28.485,5,28.184,15,0,33.961,85.175,356.528,2.205,0,5,293.095,1230.5,509.689,-6999,149.6,94.288,385.557,507.863,13.114,-6999,-6999,356.528,3.2,-6999,-6999,-6999,-6999
2004,0,190.41667,190,1000,0.258,26.62,303.551,3.86,-9999,1.737,-9999,210.329,-6999,13.95,-6999,120.017,30.214,5,28.324,15,0,32.573,85.164,356.313,2.351,0,5.33,496.785,1587,791.196,-6999,192.9,144.078,381.418,531.751,13.091,-6999,-6999,356.313,3.2,-6999,-6999,-6999,-6999
2004,0,190.43750,190,1030,0.417,27.079,308.106,2.325,-9999,-0.386,-9999,298.72,-6999,7.005,-6999,124.398,32.374,5,28.545,15,0,31.39,85.158,357.012,2.458,0,5.5,332.897,1141,576.912,-6999,138.9,103.885,396.24,536.37,12.955,-6999,-6999,357.012,3.2,-6999,-6999,-6999,-6999
2004,0,190.45833,190,1100,0.319,27.263,315.361,2.784,-9999,-0.518,-9999,182.763,-6999,11.257,-6999,18.824,33.372,5,28.859,15,0,30.286,85.136,356.953,2.524,0.17,5.5,351.65,1396,584.668,-6999,168.4,107.422,402.586,528.182,12.586,-6999,-6999,356.953,3.2,-6999,-6999,-6999,-6999
2004,0,190.47917,190,1130,0.237,27.759,305.104,2.787,-9999,-0.227,-9999,117.709,-6999,15.683,-6999,118.601,34.609,5,29.245,15,0,29.217,85.12,357.513,2.639,0.33,5.33,285.222,1033,511.928,-6999,125.25,92.198,404.098,538.606,12.465,-6999,-6999,357.513,3.2,-6999,-6999,-6999,-6999
2004,0,190.50000,190,1200,0.285,27.275,269.448,3.139,-9999,0.3,-9999,107.794,-6999,10.448,-6999,-10.579,35.172,5,29.649,15,0,29.855,85.114,356.906,2.542,0.17,5.5,213.97,843,399.174,-6999,102.4,73.655,406.772,518.321,12.389,-6999,-6999,356.906,3.2,-6999,-6999,-6999,-6999
2004,0,190.52083,190,1230,0.313,27.79,269.631,2.707,-9999,-0.031,-9999,185.276,-6999,21.462,-6999,68.107,35.409,5,30.029,15,0,28.949,85.086,357.174,2.653,0,5.67,272.182,968.5,487.852,-6999,117.55,89.155,406.346,532.862,12.363,-6999,-6999,357.174,3.2,-6999,-6999,-6999,-6999
2004,0,190.54167,190,1300,0.238,28.184,294.984,2.074,-9999,0.491,-9999,134.366,-6999,5.854,-6999,26.502,35.864,5,30.414,15,0,27.574,85.061,357.205,2.767,0.17,5.17,249.696,1122,454.353,-6999,135,83.082,408.54,530.115,12.017,-6999,-6999,357.205,3.2,-6999,-6999,-6999,-6999
2004,0,190.56250,190,1330,0.616,27.686,119.796,2.688,-9999,-0.997,-9999,439.468,-6999,-9999,-6999,20.118,36.279,5,30.847,15,0,29.771,85.043,357.044,2.607,0.5,5.67,116.163,688.9,264.921,-6999,84.65,48.902,414.27,514.126,12.758,-6999,-6999,357.044,3.2,-6999,-6999,-6999,-6999
2004,0,190.58333,190,1400,0.353,28.079,117.649,2.025,-9999,0.555,-9999,309.311,-6999,-21.213,-6999,65.928,36.287,5,31.28,15,0,29.573,85.003,356.928,2.675,0,5.67,458.834,1789,750.892,-6999,213.8,139.746,397.047,549.358,12.98,-6999,-6999,356.928,3.2,-6999,-6999,-6999,-6999
2004,0,190.60417,190,1430,0.339,29.413,221.306,1.445,-9999,-0.281,-9999,277.456,-6999,-12.687,-6999,161.92,37.825,5,31.715,15,0,26.416,84.969,357.652,3.019,0.5,5.83,372.112,1351,666.683,-6999,163.4,121.986,392.814,565.4,12.4,-6999,-6999,357.652,3.2,-6999,-6999,-6999,-6999
2004,0,190.62500,190,1500,0.389,29.345,274.074,3.069,-9999,1.06,-9999,212.909,-6999,35.928,-6999,73.055,39.149,5,32.195,15,0,25.659,84.925,357.05,3.038,0.83,6,281.62,1141,550.408,-6999,138.9,102.132,388.033,554.69,11.977,-6999,-6999,357.05,3.2,-6999,-6999,-6999,-6999
2004,0,190.64583,190,1530,0.489,29.443,288.211,4.426,-9999,1.053,-9999,195.723,-6999,22.464,-6999,-43.843,39.157,5,32.694,15,0,24.877,84.872,356.655,3.088,0.83,6,261.637,885.25,491.175,-6999,109.55,94.479,401.264,536.324,11.649,-6999,-6999,356.655,3.2,-6999,-6999,-6999,-6999
2004,0,190.66667,190,1600,0.3,29.118,296.06,6.193,-9999,0.519,-9999,110.147,-6999,11.57,-6999,-13.836,39.055,5,33.145,15,0,25.016,84.853,356.659,3.025,0.33,6,47.636,376.8,206.937,-6999,46.55,39.048,396.269,516.523,11.494,-6999,-6999,356.659,3.2,-6999,-6999,-6999,-6999
2004,0,190.68750,190,1630,0.275,28.652,284.977,5.683,-9999,0.278,-9999,64.235,-6999,3.397,-6999,-94.263,38.025,5,33.514,15,0,25.087,84.862,356.629,2.941,0.33,6,47.933,429.6,188.285,-6999,52.765,36.26,395.727,499.819,11.18,-6999,-6999,356.629,3.2,-6999,-6999,-6999,-6999
2004,0,190.70833,190,1700,0.423,28.52,286.827,6.885,-9999,0.73,-9999,115.929,-6999,3.004,-6999,-29.808,36.935,5,33.777,15,0,27.449,84.856,356.417,2.827,0,6,164.166,796,340.431,-6999,101.1,66.803,396.492,505.954,12.3,-6999,-6999,356.417,3.2,-6999,-6999,-6999,-6999
2004,0,190.72917,190,1730,0.459,27.903,302.239,8.289,-9999,0.898,-9999,109.326,-6999,-14.678,-6999,-23.707,36.56,5,33.95,15,0,29.511,84.857,356.265,2.65,0,6,43.069,363.85,180.251,-6999,44.405,34.7,389.632,492.114,12.846,-6999,-6999,356.265,3.2,-6999,-6999,-6999,-6999
2004,0,190.75000,190,1800,0.403,26.38,319.114,9.093,-9999,0.578,-9999,46.889,-6999,2.537,-6999,-88.116,35.68,5,34.035,15,0,33.814,84.86,356.074,2.275,0,6,-28.367,153.7,84.131,-6999,18.65,17.224,375.883,471.156,13.624,-6999,-6999,356.074,3.2,-6999,-6999,-6999,-6999
2004,0,190.77083,190,1830,0.418,25.628,325.987,8.281,-9999,0.557,-9999,54.72,-6999,2.08,-6999,-70.578,34.535,5,34.045,15,0,36.274,84.882,356.132,2.096,0,6,17.712,219.75,132.139,-6999,30.665,32.273,385.263,467.419,13.885,-6999,-6999,356.132,3.2,-6999,-6999,-6999,-6999
2004,0,190.79167,190,1900,0.417,25.073,320.163,7.706,-9999,0.646,-9999,37.827,-6999,12.367,-6999,-56.844,33.647,5,33.987,15,0,36.208,84.904,355.979,2.03,0,6,-38.097,49.95,31.265,-6999,7.04,7.786,396.877,458.453,13.324,-6999,-6999,355.979,3.2,-6999,-6999,-6999,-6999
2004,0,190.81250,190,1930,0.312,24.428,321.881,6.937,-9999,-0.056,-9999,11.839,-6999,5.135,-6999,-73.813,32.589,5,33.884,15,0,39.176,84.913,356.213,1.862,0,6,-54.343,7.07,0.841,-6999,1.54,2.04,396.791,449.936,13.699,-6999,-6999,356.213,3.2,-6999,-6999,-6999,-6999
2004,0,190.83333,190,2000,0.314,23.908,335.114,6.353,-9999,0.641,-9999,8.633,-6999,14.129,-6999,-57.504,31.55,5,33.73,15,0,40.769,84.94,356.273,1.758,0,6,-57.593,-0.51,-1.542,-6999,0.86,1.279,391.433,446.206,13.736,-6999,-6999,356.273,3.2,-6999,-6999,-6999,-6999
2004,0,190.85417,190,2030,0.203,23.899,4.943,2.129,-9999,0.757,-9999,4.93,-6999,6.951,-6999,-44.585,30.707,5,33.524,15,0,39.469,84.997,356.407,1.795,0,6,-56.859,-0.87,-1.726,-6999,0.86,1.788,391.298,444.643,13.278,-6999,-6999,356.407,3.2,-6999,-6999,-6999,-6999
2004,0,190.87500,190,2100,0.126,24.249,179.087,2.084,-9999,-0.018,-9999,-1.425,-6999,-28.986,-6999,-30.762,30.03,5,33.285,15,0,37.105,85.078,356.306,1.905,0,6,-49.993,-0.86,-1.78,-6999,0.86,2.119,399.452,445.548,12.827,-6999,-6999,356.306,3.2,-6999,-6999,-6999,-6999
2004,-1,190.89583,190,2130,0.276,22.134,187.894,5.486,-9999,-9999,-9999,27.466,-6999,-9999,-6999,-44.301,29.429,5,33.025,15,0,52.035,85.146,363.339,1.279,0,6,-43.234,-0.875,-3.893,-6999,0.86,1.717,394.561,432.186,16.388,-6999,-6999,363.339,3.2,-6999,-6999,-6999,-6999
2004,-1,190.91667,190,2200,0.467,20.243,177.812,7.812,-9999,-9999,-9999,-8.209,-6999,-9999,-6999,-74.862,28.622,5,32.745,15,0,67.124,85.159,-9999,0.781,0,6,-38.4,-0.86,-4.173,-6999,0.86,1.342,387.631,420.517,-9999,-6999,-6999,-9999,3.2,-6999,-6999,-6999,-6999
2004,-1,190.93750,190,2230,0.492,19.84,154.652,9.287,-9999,-9999,-9999,-29.777,-6999,-9999,-6999,-87.382,27.587,5,32.467,15,0,68.929,85.16,-9999,0.72,0,6,-31.089,-0.87,-4.524,-6999,0.55,1.757,387.729,412.538,-9999,-6999,-6999,-9999,3.2,-6999,-6999,-6999,-6999
2004,-1,190.95833,190,2300,0.445,18.792,138.639,10.148,-9999,-9999,-9999,-8.8,-6999,-9999,-6999,-69.239,26.592,5,32.162,15,0,72.515,85.144,-9999,0.596,0,5.67,-33.877,-0.87,-3.066,-6999,0.12,1.025,379.592,409.378,-9999,-6999,-6999,-9999,3.2,-6999,-6999,-6999,-6999
2004,-1,190.97917,190,2330,0.385,18.337,135.263,8.121,-9999,-9999,-9999,-5.426,-6999,51.08,-6999,-41.119,25.824,5,31.86,15,0,73.228,85.152,353.518,0.565,0,5.33,-35.479,-0.87,-1.296,-6999,0.055,0.59,376.862,410.456,17.165,-6999,-6999,353.518,3.2,-6999,-6999,-6999,-6999
2004,0,191.00000,191,000,0.239,18.641,185.383,2.815,-9999,0.239,-9999,-1.499,-6999,9.316,-6999,-25.855,25.294,5,31.53,15,0,69.713,85.216,353.442,0.651,0,5.83,-39.499,-0.87,-1.271,-6999,0.06,1.262,376.184,413.151,16.558,-6999,-6999,353.442,3.2,-6999,-6999,-6999,-6999
2004,-1,191.02083,191,030,0.231,18.485,159.22,2.658,-9999,-9999,-9999,-1.484,-6999,14.758,-6999,-20.717,24.987,5,31.195,15,0,71.927,85.184,356.107,0.598,0,6,-39.595,-0.87,-1.735,-6999,0.14,1.615,377.444,413.69,17.082,-6999,-6999,356.107,3.2,-6999,-6999,-6999,-6999
2004,0,191.04167,191,100,0.196,18.858,105.545,0.984,-9999,-0.315,-9999,-1.753,-6999,-1.663,-6999,-26.581,24.732,5,30.869,15,0,68.167,85.181,354.295,0.694,0,5,-41.535,-0.87,-1.385,-6999,0.12,1.889,376.368,414.63,16.382,-6999,-6999,354.295,3.2,-6999,-6999,-6999,-6999
2004,-1,191.06250,191,130,0.276,19.024,109.426,3.63,-9999,-9999,-9999,-8.768,-6999,-9999,-6999,-24.785,24.542,5,30.549,15,0,67.872,85.16,-9999,0.707,0,5.67,-36.089,-0.87,-1.958,-6999,0.09,2.925,382.704,413.91,-9999,-6999,-6999,-9999,3.2,-6999,-6999,-6999,-6999
2004,-1,191.08333,191,200,0.286,19.076,113.943,6.163,-9999,-9999,-9999,-15.343,-6999,91.772,-6999,-47.534,24.262,5,30.242,15,0,66.305,85.101,358.309,0.744,0,5.17,-35.12,-0.87,-1.358,-6999,0.02,1.559,378.707,410.91,16.525,-6999,-6999,358.309,3.2,-6999,-6999,-6999,-6999
2004,0,191.10417,191,230,0.26,18.552,112.831,6.035,-9999,0.36,-9999,-2.735,-6999,20.338,-6999,-25.422,23.905,5,29.944,15,0,71.589,85.072,354.815,0.607,0,5.5,-35.28,-0.87,-1.118,-6999,0.1,0.612,378.203,411.754,16.986,-6999,-6999,354.815,3.2,-6999,-6999,-6999,-6999
2004,0,191.12500,191,300,0.191,19.212,124.164,4.196,-9999,0.444,-9999,-8.419,-6999,17.176,-6999,-20.819,23.687,5,29.647,15,0,63.655,85.066,354.296,0.809,0,5.17,-37.435,-0.87,-0.643,-6999,0.05,1.472,378.524,413.843,15.552,-6999,-6999,354.296,3.2,-6999,-6999,-6999,-6999
2004,0,191.14583,191,330,0.227,19.795,131.526,5.083,-9999,0.569,-9999,-11.265,-6999,19.508,-6999,-21.327,23.519,5,29.36,15,0,58.345,85.038,354.179,0.962,0,5.17,-40.224,-0.87,-0.964,-6999,0.22,1.127,377.344,415.478,14.74,-6999,-6999,354.179,3.2,-6999,-6999,-6999,-6999
2004,0,191.16667,191,400,0.169,19.509,131.255,2.039,-9999,0.482,-9999,-7.638,-6999,14.291,-6999,-18.49,23.369,5,29.089,15,0,60.325,85.026,354.564,0.9,0,5,-40.844,-0.87,-1.545,-6999,0.34,1.175,376.703,414.827,15.005,-6999,-6999,354.564,3.2,-6999,-6999,-6999,-6999
2004,0,191.18750,191,430,0.168,19.884,345.143,2.141,-9999,0.066,-9999,-4.201,-6999,2.255,-6999,-20.915,23.222,5,28.84,15,0,56.134,85,354.277,1.018,0,5.17,-42.995,-0.87,-0.849,-6999,0.37,2.09,375.014,415.069,14.224,-6999,-6999,354.277,3.2,-6999,-6999,-6999,-6999
2004,0,191.20833,191,500,0.311,18.75,177.633,1.958,-9999,-0.975,-9999,12.911,-6999,-47.795,-6999,-20.277,23.069,5,28.6,15,0,67.246,85.011,355.872,0.709,0,5,-43.44,-0.87,-2.287,-6999,0.57,0.408,371.891,412.636,16.15,-6999,-6999,355.872,3.2,-6999,-6999,-6999,-6999
2004,0,191.22917,191,530,0.249,17.918,154.812,3.28,-9999,0.007,-9999,4.814,-6999,-7.744,-6999,-23.231,22.922,5,28.37,15,0,75.584,85.023,356.556,0.502,0,5.33,-41.046,5.135,-0.233,-6999,1.315,1.171,370.611,410.253,17.344,-6999,-6999,356.556,3.2,-6999,-6999,-6999,-6999
2004,0,191.25000,191,600,0.204,18.141,118.433,1.76,-9999,0.53,-9999,-8.48,-6999,19.753,-6999,-19.74,22.79,5,28.142,15,0,73.142,85.032,356.212,0.56,0,5,-27.898,62.79,26.32,-6999,8.34,6.987,363.964,411.195,16.934,-6999,-6999,356.212,3.2,-6999,-6999,-6999,-6999
2004,-1,191.27083,191,630,0.147,20.177,54.454,1.885,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-0.613,22.787,5,27.929,15,0,56.914,85.038,354.926,1.019,0,5,20.202,184.9,90.946,-6999,22.985,21.751,372.668,421.661,14.666,-6999,-6999,354.926,3.2,-6999,-6999,-6999,-6999
2004,0,191.29167,191,700,0.219,21.55,191.359,0.448,-9999,-0.077,-9999,9.516,-6999,3.018,-6999,21.933,23.069,5,27.725,15,0,51.388,85.072,355.225,1.25,0,5,36.045,247.3,113.113,-6999,30.16,22.788,377.065,431.347,14.495,-6999,-6999,355.225,3.2,-6999,-6999,-6999,-6999
2004,0,191.31250,191,730,0.301,20.889,330.668,2.293,-9999,0.757,-9999,6.788,-6999,24.231,-6999,25.569,23.49,5,27.544,15,0,58.107,85.078,356.288,1.035,0,5,53.124,280.2,134.563,-6999,33.955,25.478,378.987,434.949,15.839,-6999,-6999,356.288,3.2,-6999,-6999,-6999,-6999
2004,0,191.33333,191,800,0.288,21.972,302.632,1.478,-9999,0.662,-9999,32.864,-6999,24.502,-6999,23.262,23.977,5,27.389,15,0,51.562,85.104,355.638,1.278,0,5,74.063,368.2,161.671,-6999,44.22,30.923,385.806,442.492,14.965,-6999,-6999,355.638,3.2,-6999,-6999,-6999,-6999
2004,0,191.35417,191,830,0.19,23.293,301.807,1.81,-9999,-0.434,-9999,84.852,-6999,20.936,-6999,76.846,24.665,5,27.275,15,0,46.517,85.104,355.651,1.529,0,5,262.304,923.5,434.899,-6999,112.7,79.996,373.799,466.4,14.67,-6999,-6999,355.651,3.2,-6999,-6999,-6999,-6999
2004,0,191.37500,191,900,0.271,25.056,6.608,1.1,-9999,-1.086,-9999,134.153,-6999,78.495,-6999,140.351,25.947,5,27.205,15,0,37.416,85.11,355.064,1.989,0,5,366.631,1343,597.146,-6999,163.5,105.104,370.105,495.516,13.365,-6999,-6999,355.064,3.2,-6999,-6999,-6999,-6999
2004,0,191.39583,191,930,0.25,26.186,160.842,1.256,-9999,-0.195,-9999,118.628,-6999,26.629,-6999,108.945,27.604,5,27.194,15,0,32.419,85.11,355.468,2.297,0,5,249.612,1040.5,451.489,-6999,126.1,79.836,379.684,501.725,12.363,-6999,-6999,355.468,3.2,-6999,-6999,-6999,-6999
2004,0,191.41667,191,1000,0.325,25.436,160.92,3.301,-9999,-2.356,-9999,274.888,-6999,-9999,-6999,117.764,28.979,5,27.262,15,0,44.007,85.125,355.5,1.82,0.17,5,473.556,1625,748.331,-6999,196,134.028,376.676,517.422,16.075,-6999,-6999,355.5,3.2,-6999,-6999,-6999,-6999
2004,0,191.43750,191,1030,0.151,26.405,154.92,2.168,-9999,1.25,-9999,378.754,-6999,-17.936,-6999,212.988,31.224,5,27.454,15,0,41.475,85.126,356.161,2.015,0.5,5.17,596.057,1925.5,936.969,-6999,229.55,164.272,377.055,553.694,16.104,-6999,-6999,356.161,3.2,-6999,-6999,-6999,-6999
2004,0,191.45833,191,1100,0.386,26.233,141.389,3.001,-9999,2.36,-9999,306.086,-6999,86.348,-6999,171.722,33.877,5,27.732,15,0,43.6,85.122,355.507,1.922,1,5,559.729,1843,903.623,-6999,217.4,159.228,376.014,560.68,16.772,-6999,-6999,355.507,3.2,-6999,-6999,-6999,-6999
2004,0,191.47917,191,1130,0.263,26.17,134.795,4.605,-9999,0.516,-9999,314.885,-6999,33.645,-6999,98.269,35.967,5,28.125,15,0,45.344,85.109,355.966,1.856,0.83,5,503.758,1658,818.086,-6999,196.35,149.504,386.446,551.27,17.423,-6999,-6999,355.966,3.2,-6999,-6999,-6999,-6999
2004,-1,191.50000,191,1200,0.373,26.051,141.138,4.28,-9999,-9999,-9999,-9999,-6999,-9999,-6999,80.183,37.35,5,28.62,15,0,45.559,85.111,355.85,1.836,1,5,434.983,1481,712.144,-6999,176.8,129.777,401.211,548.594,17.402,-6999,-6999,355.85,3.2,-6999,-6999,-6999,-6999
2004,-1,191.52083,191,1230,0.255,26.789,147.708,3.508,-9999,-9999,-9999,-9999,-6999,-9999,-6999,50.794,38.089,5,29.219,15,0,42.331,85.075,-9999,2.031,0.83,5.5,416.712,1426.5,694.126,-6999,169.1,126.174,397.053,548.294,-9999,-6999,-6999,-9999,3.2,-6999,-6999,-6999,-6999
2004,-1,191.54167,191,1300,0.388,27.737,238.009,0.862,-9999,-9999,-9999,168.472,-6999,21.068,-6999,74.168,38.88,5,29.864,15,0,37.242,85.067,370.44,2.336,0.67,5,280.889,987,519.563,-6999,119.3,92.877,404.307,550.104,17.303,-6999,-6999,370.44,3.2,-6999,-6999,-6999,-6999
2004,0,191.56250,191,1330,0.31,28.47,203.392,1.838,-9999,-2.256,-9999,251.755,-6999,-89.485,-6999,52.358,39.064,5,30.512,15,0,30.241,85.049,369.032,2.71,0.83,5.83,479.973,1647.5,789.071,-6999,197,144.641,404.486,568.943,14.586,-6999,-6999,369.032,3.2,-6999,-6999,-6999,-6999
2004,0,191.58333,191,1400,0.299,28.956,213.978,2.502,-9999,1.95,-9999,268.512,-6999,64.193,-6999,163.695,40.295,5,31.135,15,0,29.308,85.021,368.9,2.825,1,5.83,433.949,1435,746.633,-6999,172.7,135.521,405.875,583.039,14.581,-6999,-6999,368.9,3.2,-6999,-6999,-6999,-6999
2004,0,191.60417,191,1430,0.213,28.872,246.042,2.497,-9999,-0.054,-9999,224.882,-6999,26.101,-6999,-6.468,40.809,5,31.725,15,0,28.743,85.009,368.106,2.834,0.83,5.67,226.609,1030.5,470.935,-6999,125.2,86.983,394.349,551.694,14.221,-6999,-6999,368.106,3.2,-6999,-6999,-6999,-6999
2004,0,191.62500,191,1500,0.302,29.399,246.492,2.678,-9999,0.355,-9999,200.364,-6999,30.002,-6999,11.839,40.444,5,32.279,15,0,26.395,84.992,367.673,3.018,0.67,5.83,259.198,1062,505.326,-6999,129.9,93.031,399.532,552.628,13.414,-6999,-6999,367.673,3.2,-6999,-6999,-6999,-6999
2004,0,191.64583,191,1530,0.314,29.547,287.97,3.053,-9999,0.25,-9999,210.389,-6999,18.316,-6999,5.343,40.174,5,32.814,15,0,25.154,84.955,367.079,3.095,0.67,6,306.108,1242,577.668,-6999,153.35,109.265,388.77,551.065,12.891,-6999,-6999,367.079,3.2,-6999,-6999,-6999,-6999
2004,0,191.66667,191,1600,0.36,29.638,300.602,4.803,-9999,0.635,-9999,229.528,-6999,11.115,-6999,47.957,40.53,5,33.26,15,0,25.054,84.933,366.638,3.115,0.67,6,259.984,889,515.605,-6999,109.9,97.325,393.035,551.331,12.926,-6999,-6999,366.638,3.2,-6999,-6999,-6999,-6999
