Sitename: Lucky Hills Shrubland Arizona USA
Location: Latitude: 31.7438  Longitude: -110.0522  Elevation (masl): 1370
Principal investigator: Russell Scott
Ecosystem type: OSH Open Shrublands
File creation date: 09APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2007,-1,234.97917,234,2330,0.181,24.96,152.5,2,-9999,-9999,0,-16.981,-6999,-9999,-6999,-53.277,29.15,5,33.55,15,0,57.845,85.983,374.308,1.332,2,11.5,-72.5,-0.792,-0.269,-6999,0.797,-9999,-9999,-9999,23.782,-6999,-6999,374.308,3.1,-6999,-6999,-6999,-6999
2007,0,235.00000,235,000,0.467,25.16,159.6,3.946,0.212,0.212,0,-18.123,-6999,0.89,-6999,-47.237,28.8,5,33.2,15,0,62.877,86.007,367.351,1.187,2,11,-58.63,-0.804,-0.258,-6999,0.703,-9999,-9999,-9999,25.823,-6999,-6999,367.351,3.1,-6999,-6999,-6999,-6999
2007,0,235.02083,235,030,0.533,25.395,133.5,5.323,1.421,1.421,0,-7.377,-6999,21.958,-6999,-32.169,28.75,5,32.85,15,0,57.64,86.074,370.668,1.374,2,11,-36.37,-0.832,-0.257,-6999,0.71,-9999,-9999,-9999,23.701,-6999,-6999,370.668,3.1,-6999,-6999,-6999,-6999
2007,0,235.04167,235,100,0.761,22.25,125.1,8.015,2.598,2.598,0,29.516,-6999,-9999,-6999,-34.153,28.3,5,32.5,15,0,72.137,86.124,366.402,0.748,2,11,-66.73,-0.757,-0.28,-6999,0.811,-9999,-9999,-9999,24.95,-6999,-6999,366.402,3.1,-6999,-6999,-6999,-6999
2007,0,235.06250,235,130,0.518,21.025,118.6,6.541,1.746,1.746,0,5.662,-6999,-14.685,-6999,-70.645,27.45,5,32.201,15,0,72.68,86.145,367.712,0.681,2,12,-64.18,-0.824,-0.255,-6999,0.656,-9999,-9999,-9999,23.546,-6999,-6999,367.712,3.1,-6999,-6999,-6999,-6999
2007,0,235.08333,235,200,0.512,20.52,110.4,5.413,1.405,1.405,0,13.658,-6999,16.34,-6999,-67.041,26.8,5,31.9,15,0,72.427,86.165,367.516,0.666,2,12,-55.32,-0.946,-0.159,-6999,0.473,-9999,-9999,-9999,22.862,-6999,-6999,367.516,3.1,-6999,-6999,-6999,-6999
2007,0,235.10417,235,230,0.423,21.18,124.3,4.327,1.489,1.489,0,0,-6999,1.976,-6999,-56.307,26.4,5,31.6,15,0,67.377,86.17,367.847,0.821,2,11,-47.78,-0.942,-0.238,-6999,0.379,-9999,-9999,-9999,22.138,-6999,-6999,367.847,3.1,-6999,-6999,-6999,-6999
2007,0,235.12500,235,300,0.578,22.08,124.4,6.34,1.464,1.464,0,-7.32,-6999,-9999,-6999,-45.622,26,5,31.3,15,0,58.17,86.144,369.055,1.111,2,11,-62.4,-0.946,-0.208,-6999,0.257,-9999,-9999,-9999,20.281,-6999,-6999,369.055,3.1,-6999,-6999,-6999,-6999
2007,0,235.14583,235,330,0.59,21.675,123.4,6.363,1.614,1.614,0,-14.188,-6999,10.43,-6999,-46.066,25.65,5,31,15,0,57.098,86.118,369.836,1.112,2,11.5,-69.22,-0.946,-0.189,-6999,0.135,-9999,-9999,-9999,19.216,-6999,-6999,369.836,3.1,-6999,-6999,-6999,-6999
2007,0,235.16667,235,400,0.457,21.07,112.9,5.432,1.03,1.03,0,-4.746,-6999,-4.054,-6999,-49.368,25.2,5,30.7,15,0,59.971,86.078,370.319,1,2,11,-70.12,-0.946,-0.23,-6999,0.217,-9999,-9999,-9999,19.566,-6999,-6999,370.319,3.1,-6999,-6999,-6999,-6999
2007,0,235.18750,235,430,0.204,20.37,123,2.233,1.119,1.119,0,-9.921,-6999,3.333,-6999,-50.3,24.9,5,30.4,15,0,63.867,86.061,371.415,0.865,2,11,-61.75,-0.946,-0.288,-6999,0.156,-9999,-9999,-9999,19.914,-6999,-6999,371.415,3.1,-6999,-6999,-6999,-6999
2007,0,235.20833,235,500,0.088,19.69,57.53,0.175,1.123,1.123,0,1.06,-6999,4.141,-6999,-46.848,24.6,5,30.2,15,0,66.854,86.054,375.464,0.76,2,11,-56.25,-0.946,-0.46,-6999,0.217,-9999,-9999,-9999,19.988,-6999,-6999,375.464,3.1,-6999,-6999,-6999,-6999
2007,0,235.22917,235,530,0.073,19.55,16.101,0.837,0.671,0.671,0,-3.386,-6999,-2.373,-6999,-44.796,24.3,5,29.9,15,0,67.644,86.034,374.674,0.736,2,11,-56.64,-0.884,-0.532,-6999,0.108,-9999,-9999,-9999,19.981,-6999,-6999,374.674,3.1,-6999,-6999,-6999,-6999
2007,-1,235.25000,235,600,0.092,19.48,36.42,0.883,-9999,-9999,0,-9999,-6999,-9999,-6999,-45.35,24,5,29.6,15,0,67.815,86.035,377.112,0.729,1,11,-58.58,4.578,1.157,-6999,1.812,-9999,-9999,-9999,20.032,-6999,-6999,377.112,3.1,-6999,-6999,-6999,-6999
2007,0,235.27083,235,630,0.073,19.14,79.65,0.748,2.85,2.85,0,-9.768,-6999,2.525,-6999,-44.392,23.8,5,29.35,15,0,70.57,86.059,385.672,0.653,1.5,11,-40.43,56.713,28.725,-6999,11.29,-9999,-9999,-9999,20.419,-6999,-6999,385.672,3.1,-6999,-6999,-6999,-6999
2007,0,235.29167,235,700,0.092,19.53,126.3,0.876,1.223,1.223,0,0.309,-6999,29.316,-6999,-31.945,24,5,29.1,15,0,71.618,86.062,383.79,0.645,2,11,-6.585,145.802,73.7,-6999,25.877,-9999,-9999,-9999,21.107,-6999,-6999,383.79,3.1,-6999,-6999,-6999,-6999
2007,0,235.31250,235,730,0.144,20.45,102.4,1.191,-1.79,-1.79,0,12.054,-6999,25.748,-6999,-10.966,24.45,5,28.9,15,0,68.692,86.076,375.753,0.753,2,11,34.84,271.751,160.65,-6999,52.271,-9999,-9999,-9999,21.528,-6999,-6999,375.753,3.1,-6999,-6999,-6999,-6999
2007,-1,235.33333,235,800,0.147,23.63,52.3,0.426,-9999,-9999,0,-9999,-6999,-9999,-6999,18.555,26,5,28.7,15,0,53.761,86.074,369.765,1.35,2,11,183.9,683.644,449.8,-6999,134.698,-9999,-9999,-9999,20.503,-6999,-6999,369.765,3.1,-6999,-6999,-6999,-6999
2007,0,235.35417,235,830,0.29,24.96,130.2,2.578,-5.515,-5.515,0,111.01,-6999,97.045,-6999,88.178,28.3,5,28.55,15,0,48.385,86.092,367.512,1.631,2.5,11,242.5,861.068,513.201,-6999,160.938,-9999,-9999,-9999,20.127,-6999,-6999,367.512,3.1,-6999,-6999,-6999,-6999
2007,0,235.37500,235,900,0.337,25.56,134.8,3.029,-4.113,-4.113,0,130.74,-6999,102.475,-6999,104.264,30.3,5,28.5,15,0,45.848,86.106,367.99,1.774,2,11,307.5,1061.849,613.8,-6999,197.539,-9999,-9999,-9999,19.656,-6999,-6999,367.99,3.1,-6999,-6999,-6999,-6999
2007,0,235.39583,235,930,0.23,26.405,126.5,2.219,-3.686,-3.686,0,128.749,-6999,98.135,-6999,119.696,32.35,5,28.55,15,0,41.93,86.104,368.425,1.999,3,11,336.7,1168.303,665.4,-6999,219.338,-9999,-9999,-9999,19.187,-6999,-6999,368.425,3.1,-6999,-6999,-6999,-6999
2007,0,235.41667,235,1000,0.205,27.93,127.1,1.806,-3.525,-3.525,0,194.395,-6999,97.758,-6999,144.815,34.8,5,28.7,15,0,36.389,86.09,368.592,2.395,3,11,441.9,1404.119,808,-6999,267.512,-9999,-9999,-9999,18.625,-6999,-6999,368.592,3.1,-6999,-6999,-6999,-6999
2007,0,235.43750,235,1030,0.227,29.26,100.1,0.804,-2.784,-2.784,0,148.875,-6999,78.589,-6999,157.931,37.25,5,29,15,0,33.034,86.067,368.759,2.724,3,11,414.1,1405.467,807.5,-6999,270.136,-9999,-9999,-9999,18.526,-6999,-6999,368.759,3.1,-6999,-6999,-6999,-6999
2007,0,235.45833,235,1100,0.17,29.91,115.9,1.199,-3.018,-3.018,0,224.972,-6999,123.214,-6999,156.775,39.6,5,29.4,15,0,31.062,86.055,368.794,2.911,3,11,533.7,1625.113,935,-6999,314.744,-9999,-9999,-9999,18.225,-6999,-6999,368.794,3.1,-6999,-6999,-6999,-6999
2007,0,235.47917,235,1130,0.216,30.775,159.6,0.594,-1.811,-1.811,0,220.982,-6999,86.116,-6999,152.985,41.9,5,29.85,15,0,28.787,86.026,369.604,3.16,4,11,539.7,1666.886,952,-6999,322.75,-9999,-9999,-9999,17.556,-6999,-6999,369.604,3.1,-6999,-6999,-6999,-6999
2007,0,235.50000,235,1200,0.23,31.81,138.6,1.969,-1.811,-1.811,0,264.118,-6999,111.498,-6999,151.594,44,5,30.4,15,0,27.621,86.013,369.515,3.406,4,11,583.3,1757.17,1002,-6999,341.118,-9999,-9999,-9999,17.846,-6999,-6999,369.515,3.1,-6999,-6999,-6999,-6999
2007,0,235.52083,235,1230,0.323,31.76,103,2.588,-0.825,-0.825,0,262.905,-6999,107.032,-6999,155.254,45.45,5,31,15,0,28.548,85.989,368.973,3.353,4,11,596.4,1779.18,1008,-6999,346.702,-9999,-9999,-9999,18.51,-6999,-6999,368.973,3.1,-6999,-6999,-6999,-6999
2007,0,235.54167,235,1300,0.415,32.23,85.1,2.252,-1.49,-1.49,0,292.776,-6999,127.697,-6999,146.885,46.8,5,31.6,15,0,27.892,85.961,370.007,3.475,4,11,595.6,1774.239,1001,-6999,346.635,-9999,-9999,-9999,18.596,-6999,-6999,370.007,3.1,-6999,-6999,-6999,-6999
2007,0,235.56250,235,1330,0.378,32.385,100.4,1.471,-1.288,-1.288,0,255.675,-6999,90.86,-6999,133.593,47.85,5,32.3,15,0,27.474,85.933,370.21,3.526,4,11.5,584.9,1747.738,982.5,-6999,343.675,-9999,-9999,-9999,18.493,-6999,-6999,370.21,3.1,-6999,-6999,-6999,-6999
2007,0,235.58333,235,1400,0.366,32.93,111,2.622,-1.875,-1.875,0,273.46,-6999,104.008,-6999,118.925,48.6,5,33,15,0,25.442,85.908,370.397,3.738,4,11,570,1706.863,952,-6999,334.121,-9999,-9999,-9999,17.786,-6999,-6999,370.397,3.1,-6999,-6999,-6999,-6999
2007,0,235.60417,235,1430,0.258,33.035,138.3,2.05,-1.188,-1.188,0,263.077,-6999,113.169,-6999,93.633,49.05,5,33.65,15,0,24.549,85.858,370.383,3.805,4,12,538.1,1626.011,901.5,-6999,319.992,-9999,-9999,-9999,17.197,-6999,-6999,370.383,3.1,-6999,-6999,-6999,-6999
2007,0,235.62500,235,1500,0.329,33.32,127.8,2.768,-1.772,-1.772,0,269.912,-6999,112.249,-6999,72.056,49.2,5,34.3,15,0,23.827,85.82,369.951,3.903,4,12,497,1511.921,831,-6999,297.116,-9999,-9999,-9999,17.1,-6999,-6999,369.951,3.1,-6999,-6999,-6999,-6999
2007,0,235.64583,235,1530,0.1,33.615,136.5,1.89,-0.99,-0.99,0,228.769,-6999,103.697,-6999,51.638,48.8,5,34.85,15,0,23.13,85.809,370.21,4.004,4,12,446.4,1387.5,755,-6999,270.674,-9999,-9999,-9999,16.803,-6999,-6999,370.21,3.1,-6999,-6999,-6999,-6999
2007,0,235.66667,235,1600,0.361,33.69,79.18,1.956,-0.797,-0.797,0,154.432,-6999,80.478,-6999,39.208,47.6,5,35.3,15,0,22.712,85.766,370.43,4.043,3,12,390.6,1249.603,677.7,-6999,243.425,-9999,-9999,-9999,16.683,-6999,-6999,370.43,3.1,-6999,-6999,-6999,-6999
2007,0,235.68750,235,1630,0.412,33.09,90.1,2.667,-0.99,-0.99,0,87.506,-6999,72.95,-6999,0.387,45.8,5,35.8,15,0,23.708,85.729,369.933,3.859,3,12,114.9,590.934,310.25,-6999,113.208,-9999,-9999,-9999,16.686,-6999,-6999,369.933,3.1,-6999,-6999,-6999,-6999
2007,0,235.70833,235,1700,0.279,31.91,27.96,2.158,-0.438,-0.438,0,2.633,-6999,-9999,-6999,-55.329,43,5,36.1,15,0,27.509,85.738,369.239,3.431,3,12,2.157,284.687,148.9,-6999,53.637,-9999,-9999,-9999,17.959,-6999,-6999,369.239,3.1,-6999,-6999,-6999,-6999
2007,0,235.72917,235,1730,0.28,30.12,353,3.102,0.148,0.148,0,28.402,-6999,19.887,-6999,-76.082,40.7,5,36.3,15,0,33.545,85.755,367.682,2.84,3,12,-34.99,145.353,75.4,-6999,27.384,-9999,-9999,-9999,19.976,-6999,-6999,367.682,3.1,-6999,-6999,-6999,-6999
2007,0,235.75000,235,1800,0.502,28.85,297,4.156,1.1,1.1,0,23.404,-6999,19.429,-6999,-89.948,38.6,5,36.3,15,0,36.511,85.799,368.908,2.522,3,12,-57.26,53.38,27.73,-6999,11.438,-9999,-9999,-9999,19.874,-6999,-6999,368.908,3.1,-6999,-6999,-6999,-6999
2007,0,235.77083,235,1830,0.437,26.86,302.7,3.971,0.987,0.987,0,22.376,-6999,12.359,-6999,-94.652,36.75,5,36.25,15,0,42.914,85.836,368.856,2.019,2.5,12,-59.29,45.228,24.175,-6999,9.669,-9999,-9999,-9999,20.453,-6999,-6999,368.856,3.1,-6999,-6999,-6999,-6999
2007,0,235.79167,235,1900,0.153,26.13,7.198,1.181,-0.147,-0.147,0,6.726,-6999,5.681,-6999,-90.451,35.2,5,36,15,0,43.272,85.843,370.472,1.922,2,12,-74.98,8.077,4.63,-6999,2.526,-9999,-9999,-9999,19.688,-6999,-6999,370.472,3.1,-6999,-6999,-6999,-6999
2007,0,235.81250,235,1930,0.241,25.58,86.3,1.438,1.662,1.662,0,-7.55,-6999,1.77,-6999,-78.501,33.9,5,35.7,15,0,46.614,85.842,374.185,1.751,2,12,-73.76,0.04,0.474,-6999,1.486,-9999,-9999,-9999,20.294,-6999,-6999,374.185,3.1,-6999,-6999,-6999,-6999
2007,0,235.83333,235,2000,0.266,25.37,95.9,1.714,2.087,2.087,0,-8.729,-6999,8.08,-6999,-72.86,32.8,5,35.4,15,0,47.555,85.854,376.349,1.698,2,12,-72.85,-0.45,-0.164,-6999,1.256,-9999,-9999,-9999,20.443,-6999,-6999,376.349,3.1,-6999,-6999,-6999,-6999
2007,0,235.85417,235,2030,0.127,25.035,114.3,1.447,1.346,1.346,0,-6.52,-6999,4.584,-6999,-65.16,31.9,5,35.05,15,0,48.73,85.892,379.599,1.628,2,12,-70.24,-0.576,-0.219,-6999,1.074,-9999,-9999,-9999,20.389,-6999,-6999,379.599,3.1,-6999,-6999,-6999,-6999
2007,0,235.87500,235,2100,0.159,24.79,88.7,0.653,0.225,0.225,0,-1.855,-6999,1.651,-6999,-60.211,31.2,5,34.7,15,0,49.85,85.926,382.383,1.569,2,12,-69.73,-0.615,-0.34,-6999,0.609,-9999,-9999,-9999,20.536,-6999,-6999,382.383,3.1,-6999,-6999,-6999,-6999
2007,0,235.89583,235,2130,0.161,24.49,146.8,0.296,1.373,1.373,0,-5.425,-6999,3.519,-6999,-56.919,30.45,5,34.35,15,0,50.69,85.944,383.051,1.515,2,12,-70.68,-0.757,-0.246,-6999,0.858,-9999,-9999,-9999,20.518,-6999,-6999,383.051,3.1,-6999,-6999,-6999,-6999
2007,0,235.91667,235,2200,0.051,24.45,333.4,0.657,0.603,0.603,0,-3.612,-6999,0.16,-6999,-55.343,29.9,5,34,15,0,51.243,85.951,379.55,1.495,2,12,-63.75,-0.788,-0.236,-6999,0.663,-9999,-9999,-9999,20.632,-6999,-6999,379.55,3.1,-6999,-6999,-6999,-6999
2007,0,235.93750,235,2230,0.095,24.32,23.19,1.151,-1.422,-1.422,0,1.597,-6999,1.422,-6999,-49.066,29.35,5,33.6,15,0,52.169,85.946,381.064,1.455,2,11,-67.2,-0.864,-0.301,-6999,0.696,-9999,-9999,-9999,20.812,-6999,-6999,381.064,3.1,-6999,-6999,-6999,-6999
2007,-1,235.95833,235,2300,0.14,23.5,48,1.06,-9999,-9999,0,-9999,-6999,-9999,-6999,-50.541,28.8,5,33.3,15,0,55.344,85.945,388.661,1.293,2,12,-67.9,-0.915,-0.389,-6999,0.716,-9999,-9999,-9999,20.958,-6999,-6999,388.661,3.1,-6999,-6999,-6999,-6999
2007,-1,235.97917,235,2330,0.149,23.5,54.6,0.987,-9999,-9999,0,-9999,-6999,-9999,-6999,-51.555,28.25,5,32.9,15,0,54.574,85.944,386.664,1.315,2,11,-69.28,-0.891,-0.386,-6999,0.636,-9999,-9999,-9999,20.704,-6999,-6999,386.664,3.1,-6999,-6999,-6999,-6999
2007,-1,236.00000,236,000,0.156,22.25,88.5,1.246,-9999,-9999,0,-17.428,-6999,9.24,-6999,-51.386,27.8,5,32.6,15,0,60.768,85.938,400.708,1.053,2,12,-67.7,-0.938,-0.323,-6999,0.473,-9999,-9999,-9999,21.24,-6999,-6999,400.708,3.1,-6999,-6999,-6999,-6999
2007,0,236.02083,236,030,0.142,21.83,103.1,1.328,0.305,0.305,0,-6.046,-6999,-1.618,-6999,-53.512,27.25,5,32.3,15,0,62.531,85.937,405.531,0.981,2,11.5,-70.39,-0.923,-0.37,-6999,0.527,-9999,-9999,-9999,21.4,-6999,-6999,405.531,3.1,-6999,-6999,-6999,-6999
2007,0,236.04167,236,100,0.1,21.61,110.4,1.256,-0.329,-0.329,0,2.107,-6999,1.025,-6999,-53.703,26.7,5,32,15,0,62.641,85.933,404.245,0.965,2,11,-69.3,-0.931,-0.356,-6999,0.405,-9999,-9999,-9999,21.179,-6999,-6999,404.245,3.1,-6999,-6999,-6999,-6999
2007,0,236.06250,236,130,0.154,21.235,94.8,1.611,1.598,1.598,0,-7.945,-6999,3.755,-6999,-52.269,26.25,5,31.7,15,0,63.613,85.931,404.36,0.918,2,11,-67.46,-0.938,-0.394,-6999,0.561,-9999,-9999,-9999,20.995,-6999,-6999,404.36,3.1,-6999,-6999,-6999,-6999
2007,0,236.08333,236,200,0.204,21.45,67.05,1.203,0.303,0.303,0,-7.796,-6999,2.026,-6999,-50.451,25.9,5,31.3,15,0,61.83,85.925,397.628,0.976,2,11,-65.33,-0.931,-0.417,-6999,0.392,-9999,-9999,-9999,20.615,-6999,-6999,397.628,3.1,-6999,-6999,-6999,-6999
2007,0,236.10417,236,230,0.194,21.695,72.42,1.169,-0.77,-0.77,0,-9.566,-6999,1.736,-6999,-45.812,25.6,5,31.1,15,0,60.32,85.927,389.332,1.03,2,11,-64.16,-0.942,-0.559,-6999,0.325,-9999,-9999,-9999,20.344,-6999,-6999,389.332,3.1,-6999,-6999,-6999,-6999
2007,0,236.12500,236,300,0.174,20.76,107.1,1.248,-0.068,-0.068,0,-12.677,-6999,-3.273,-6999,-44.357,25.2,5,30.8,15,0,65.167,85.927,402.387,0.854,2,11,-65.61,-0.946,-0.548,-6999,0.148,-9999,-9999,-9999,20.83,-6999,-6999,402.387,3.1,-6999,-6999,-6999,-6999
2007,0,236.14583,236,330,0.204,20.53,88,1.63,5.953,5.953,0,-18.459,-6999,9.516,-6999,-47.69,24.9,5,30.5,15,0,66.093,85.928,400.726,0.819,2,11,-64.349,-0.946,-0.674,-6999,0.095,-9999,-9999,-9999,20.859,-6999,-6999,400.726,3.1,-6999,-6999,-6999,-6999
2007,0,236.16667,236,400,0.148,21.03,79.4,1.336,0.662,0.662,0,-7.755,-6999,0.386,-6999,-45.472,24.6,5,30.2,15,0,63.431,85.931,390.382,0.911,2,11,-63.22,-0.946,-0.828,-6999,0.081,-9999,-9999,-9999,20.61,-6999,-6999,390.382,3.1,-6999,-6999,-6999,-6999
2007,0,236.18750,236,430,0.13,20.67,83.7,1.111,0.7,0.7,0,-6.87,-6999,-1.879,-6999,-42.503,24.3,5,29.95,15,0,65.5,85.935,391.703,0.841,1,11,-63.77,-0.946,-0.839,-6999,0.183,-9999,-9999,-9999,20.855,-6999,-6999,391.703,3.1,-6999,-6999,-6999,-6999
2007,0,236.20833,236,500,0.13,20.21,82.4,1.218,0.371,0.371,0,-2.824,-6999,-1.518,-6999,-42.829,24,5,29.7,15,0,68.244,85.953,393.543,0.752,2,11,-62.91,-0.946,-0.844,-6999,0.311,-9999,-9999,-9999,21.107,-6999,-6999,393.543,3.1,-6999,-6999,-6999,-6999
2007,0,236.22917,236,530,0.159,20.295,74.98,1.153,1.1,1.1,0,-10.327,-6999,0.404,-6999,-42.367,23.85,5,29.45,15,0,69.285,85.963,391.262,0.732,2,11,-56.66,-0.879,-0.852,-6999,0.135,-9999,-9999,-9999,21.479,-6999,-6999,391.262,3.1,-6999,-6999,-6999,-6999
2007,0,236.25000,236,600,0.164,20.42,80.5,1.311,0.296,0.296,0,-6.537,-6999,1.97,-6999,-38.213,23.7,5,29.2,15,0,69.62,85.991,390.056,0.729,1,11,-54.73,6.259,2.774,-6999,2.108,-9999,-9999,-9999,21.756,-6999,-6999,390.056,3.1,-6999,-6999,-6999,-6999
2007,0,236.27083,236,630,0.181,20.785,83.9,1.149,-0.722,-0.722,0,0.45,-6999,9.009,-6999,-32.338,23.65,5,28.95,15,0,69.542,86.015,390.954,0.748,2,11,-33.71,65.355,49.855,-6999,15.368,-9999,-9999,-9999,22.178,-6999,-6999,390.954,3.1,-6999,-6999,-6999,-6999
2007,0,236.29167,236,700,0.157,21.94,89.7,1.12,-3.481,-3.481,0,17.665,-6999,30.321,-6999,-19.986,23.8,5,28.7,15,0,67.076,86.044,383.244,0.868,2,11,6.668,146.072,121.1,-6999,35.579,-9999,-9999,-9999,22.901,-6999,-6999,383.244,3.1,-6999,-6999,-6999,-6999
2007,0,236.31250,236,730,0.174,24.35,106.2,1.448,-5.065,-5.065,0,50.716,-6999,54.866,-6999,12.953,24.9,5,28.55,15,0,59.465,86.086,376.336,1.235,2,11,88.6,413.106,263.3,-6999,77.563,-9999,-9999,-9999,23.51,-6999,-6999,376.336,3.1,-6999,-6999,-6999,-6999
2007,0,236.33333,236,800,0.212,26.11,97.9,1.312,-2.981,-2.981,0,44.314,-6999,83.189,-6999,46.965,26.6,5,28.4,15,0,52.481,86.108,371.597,1.608,2,11,142.8,555.719,366.5,-6999,112.092,-9999,-9999,-9999,23.217,-6999,-6999,371.597,3.1,-6999,-6999,-6999,-6999
2007,0,236.35417,236,830,0.088,27.635,184.2,0.621,-3.62,-3.62,0,73.564,-6999,63.903,-6999,81.241,28.75,5,28.25,15,0,46.843,86.117,371.243,1.967,2,11,217.3,792.793,481.6,-6999,151.519,-9999,-9999,-9999,22.678,-6999,-6999,371.243,3.1,-6999,-6999,-6999,-6999
2007,0,236.37500,236,900,0.183,28.42,228.8,0.692,-3.85,-3.85,0,132.111,-6999,88.29,-6999,111.508,31.1,5,28.2,15,0,44.208,86.129,370.078,2.161,2,11,290.7,1032.203,589.7,-6999,190.811,-9999,-9999,-9999,22.639,-6999,-6999,370.078,3.1,-6999,-6999,-6999,-6999
2007,0,236.39583,236,930,0.178,29.635,112.3,0.376,-2.909,-2.909,0,155.693,-6999,111.615,-6999,142.729,33.7,5,28.35,15,0,40.06,86.137,369.582,2.491,2.5,11,358.4,1200.643,690.55,-6999,227.21,-9999,-9999,-9999,22.307,-6999,-6999,369.582,3.1,-6999,-6999,-6999,-6999
2007,0,236.41667,236,1000,0.18,29.97,117.3,1.1,-3.09,-3.09,0,190.484,-6999,94.193,-6999,159.581,36.2,5,28.5,15,0,37.454,86.151,369.016,2.65,3,11,425.3,1374.474,785,-6999,261.86,-9999,-9999,-9999,21.7,-6999,-6999,369.016,3.1,-6999,-6999,-6999,-6999
2007,0,236.43750,236,1030,0.186,30.81,93.1,0.918,-2.427,-2.427,0,165.905,-6999,78.553,-6999,162.149,38.6,5,28.9,15,0,34.898,86.153,369.399,2.894,3,11,482.4,1480.03,843,-6999,284.803,-9999,-9999,-9999,21.241,-6999,-6999,369.399,3.1,-6999,-6999,-6999,-6999
2007,0,236.45833,236,1100,0.23,31.05,227,1.271,-2.311,-2.311,0,174.417,-6999,77.259,-6999,156.427,40.4,5,29.3,15,0,34.193,86.137,369.614,2.966,3,11,389.8,1203.788,668.2,-6999,231.449,-9999,-9999,-9999,21.178,-6999,-6999,369.614,3.1,-6999,-6999,-6999,-6999
2007,0,236.47917,236,1130,0.133,31.235,182.8,1.115,-2.15,-2.15,0,180.015,-6999,106.337,-6999,91.186,41.2,5,29.85,15,0,33.709,86.117,368.681,3.019,3,11,409,1285.537,721.15,-6999,247.26,-9999,-9999,-9999,21.169,-6999,-6999,368.681,3.1,-6999,-6999,-6999,-6999
2007,0,236.50000,236,1200,0.195,31.7,214.8,0.718,-2.538,-2.538,0,173.075,-6999,87.04,-6999,101.984,42.4,5,30.4,15,0,32.828,86.085,368.873,3.141,3,11,413.2,1409.509,786,-6999,271.145,-9999,-9999,-9999,21.1,-6999,-6999,368.873,3.1,-6999,-6999,-6999,-6999
2007,0,236.52083,236,1230,0.293,31.415,161.1,1.301,-0.372,-0.372,0,163.811,-6999,43.644,-6999,87.827,42.4,5,30.95,15,0,33.69,86.06,367.845,3.051,3,11,219.3,829.715,455.95,-6999,157.641,-9999,-9999,-9999,21.147,-6999,-6999,367.845,3.1,-6999,-6999,-6999,-6999
2007,0,236.54167,236,1300,0.475,29.88,155.7,4.215,-2.325,-2.325,0,112.758,-6999,50.683,-6999,7.3,40.8,5,31.5,15,0,39.311,86.058,364.677,2.558,3,11,201,808.514,441.6,-6999,154.075,-9999,-9999,-9999,22.229,-6999,-6999,364.677,3.1,-6999,-6999,-6999,-6999
2007,0,236.56250,236,1330,0.429,28.84,245.2,1.201,-3.65,-3.65,0,151.586,-6999,-11.45,-6999,-27.89,39,5,31.95,15,0,41.426,86.074,365.788,2.325,3,11,33.81,323.361,174.95,-6999,61.058,-9999,-9999,-9999,22.116,-6999,-6999,365.788,3.1,-6999,-6999,-6999,-6999
2007,0,236.58333,236,1400,0.267,26.68,312.3,2.116,-0.234,-0.234,0,33.505,-6999,38.048,-6999,-67.99,37,5,32.3,15,0,45.829,86.073,367.322,1.896,3,11,38.96,292.233,158.3,-6999,54.633,-9999,-9999,-9999,21.465,-6999,-6999,367.322,3.1,-6999,-6999,-6999,-6999
2007,0,236.60417,236,1430,0.124,27.69,23.77,1.237,-0.515,-0.515,0,5.813,-6999,37.638,-6999,-55.221,35.8,5,32.451,15,0,45.203,85.998,366.07,2.035,2.5,11,30.62,285.855,155.4,-6999,53.456,-9999,-9999,-9999,22.354,-6999,-6999,366.07,3.1,-6999,-6999,-6999,-6999
